Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C49,0.1uF,C_0402_1005Metric,11.5292,20.8892,-90.0,top
C50,0.1uF,C_0402_1005Metric,8.786,7.732,0.0,top
C51,0.1uF,C_0402_1005Metric,28.852,8.367,180.0,top
C52,0.1uF,C_0402_1005Metric,8.786,8.748,0.0,top
C53,0.1uF,C_0402_1005Metric,19.581,1.509,90.0,top
C54,NC,C_0402_1005Metric,28.598,1.7376,180.0,top
C55,0.1uF,C_0402_1005Metric,8.532,14.209,0.0,top
C56,NC,C_0402_1005Metric,8.7806,9.764,0.0,top
C57,0.1uF,C_0402_1005Metric,23.01,1.509,90.0,top
C58,0.1uF,C_0402_1005Metric,12.6468,1.509,90.0,top
C59,0.1uF,C_0402_1005Metric,14.7804,1.537,90.0,top
C6,1uF,C_0402_1005Metric,34.1412,30.451,-90.0,top
C60,0.1uF,C_0402_1005Metric,28.598,9.9164,90.0,top
C61,0.1uF,C_0402_1005Metric,17.422,1.509,90.0,top
C62,10uF,C_0402_1005Metric,13.7136,1.509,90.0,top
C8,0.1uF,C_0402_1005Metric,35.1572,30.451,-90.0,top
D1,CESD5V0D5,D_SOD-523,6.754,14.5138,90.0,top
D3,LED_ABGR,LED_RGB_Everlight_EASV3015RGBA0_Horizontal,0.5313,9.9955,-90.0,top
F1,SMD0805B100TFT,Fuse_0805_2012Metric,4.976,14.971,90.0,top
J1,FPGA_JTAG,PinHeader_1x05_P2.54mm_Vertical,4.869,6.589,0.0,top
J2,USB_C_Receptacle_USB2.0_16P,USB_C_Receptacle_16P,42.3678,32.0144,90.0,top
J3,USB_A,USB-AF_YIJIAN,35.27,13.0,90.0,top
J4,USB_C_Receptacle_USB2.0_16P,USB_C_Receptacle_16P,2.64,22.5,-90.0,top
J5,"FFC-40P-0.5mm,NC",TE_4-1734839-0_1x40-1MP_P0.5mm_Horizontal,20.8,4.3,0.0,bottom
J6,Trigger,PinHeader_1x02_P2.54mm_Vertical,40.6576,23.2564,0.0,top
L2,"4.7uH,MPL2012S4R7MHT",L_0805_2012Metric,3.5568,31.7826,90.0,top
L3,"4.7uH,MPL2012S4R7MHT",L_0805_2012Metric,8.405,30.8968,0.0,top
L5,1.5uH,L_NR2520xx,9.729,37.3838,45.0,top
R12,"5.1k,1%",R_0402_1005Metric,2.202,7.859,-90.0,top
R13,"5.1k,1%",R_0402_1005Metric,23.264,26.02,-90.0,top
R15,4.7k,R_0402_1005Metric,20.216,43.038,0.0,top
R16,4.7k,R_0402_1005Metric,22.1972,43.038,180.0,top
R17,4.7k,R_0402_1005Metric,10.31,42.6824,0.0,top
R18,"5.1k,1%",R_0402_1005Metric,25.931,35.672,180.0,top
R19,"10k,1%",R_0402_1005Metric,12.977,22.1338,0.0,top
R2,"5.1k,1%",R_0402_1005Metric,8.171,23.988,180.0,top
R20,"10k,1%",R_0402_1005Metric,26.312,37.704,0.0,top
R21,"33k,1%",R_0402_1005Metric,26.312,38.72,0.0,top
R22,4.7k,R_0402_1005Metric,26.312,39.736,0.0,top
R23,4.7k,R_0402_1005Metric,26.312,40.752,180.0,top
R24,"10k,1%",R_0402_1005Metric,8.2726,2.3097,90.0,top
R25,"5.1k,1%",R_0402_1005Metric,43.584,24.877,0.0,top
R26,"5.1k,1%",R_0402_1005Metric,43.584,23.734,0.0,top
R3,"5.1k,1%",R_0402_1005Metric,8.171,20.559,180.0,top
R31,NC,R_0402_1005Metric,36.238,30.451,90.0,top
R32,"150k,1%",R_0402_1005Metric,3.5588,28.3406,180.0,top
R33,"33k,1%",R_0402_1005Metric,5.5908,28.3406,0.0,top
R34,"10k,1%",R_0402_1005Metric,9.4008,29.3566,180.0,top
R35,"20k,1%",R_0402_1005Metric,5.5908,29.3566,180.0,top
R37,"20k,1%",R_0402_1005Metric,2.583,15.606,90.0,top
R38,"33k,1%",R_0402_1005Metric,1.567,15.606,90.0,top
R39,"33k,1%",R_0402_1005Metric,3.5536,37.069,0.0,top
R4,"5.1k,1%",R_0402_1005Metric,24.75,34.25,-90.0,top
R40,"20k,1%",R_0402_1005Metric,5.3316,37.0944,45.0,top
R5,"10k,1%",R_0402_1005Metric,13.358,24.1658,90.0,top
R6,"10k,1%",R_0402_1005Metric,22.7306,23.861,180.0,top
R7,470,R_0402_1005Metric,36.3396,23.2514,90.0,top
R8,"5.1k,1%",R_0402_1005Metric,2.202,5.827,-90.0,top
R9,"5.1k,1%",R_0402_1005Metric,2.202,9.891,-90.0,top
TP1,TestPoint,PinHeader_1x01_P1.00mm_Vertical,25.931,25.004,0.0,top
TP14,TestPoint,PinHeader_1x01_P1.00mm_Vertical,24.661,43.038,0.0,top
TP15,TestPoint,PinHeader_1x01_P1.00mm_Vertical,26.693,43.038,0.0,top
TP2,TestPoint,PinHeader_1x01_P1.00mm_Vertical,25.931,26.274,0.0,top
TP3,TestPoint,PinHeader_1x01_P1.00mm_Vertical,26.25,33.77,90.0,top
TP4,TestPoint,PinHeader_1x01_P1.00mm_Vertical,26.25,32.5,90.0,top
U1,H7P20N0L128-M3H1,LQFP-128_14x14mm_P0.4mm_pad,18.7778,11.2372,0.0,top
U10,CH132C,QFN20C_2x2,34.202,27.0614,-90.0,top
U11,EA3036C,QFN-20-1EP_3x3mm_P0.4mm_EP1.65x1.65mm,6.7318,34.0686,90.0,top
U2,LM2903A-VR,MSOP-8_3x3mm_P0.65mm,36.472,38.72,90.0,top
U3,LM2903A-VR,MSOP-8_3x3mm_P0.65mm,32.789,35.037,90.0,top
U4,LM2903A-VR,MSOP-8_3x3mm_P0.65mm,29.106,35.037,90.0,top
U6,ZB25VQ16CTJG,SOP-8_3.9x4.9mm_P1.27mm,17.7014,23.0848,180.0,top
U7,CY7C68013A-56LTX,QFN-56-1EP_8x8mm_P0.5mm_EP4.5x5.2mm,18.8853,32.7684,-90.0,top
U8,24C32,SOP-8_3.9x4.9mm_P1.27mm,15.39,41.2488,180.0,top
U9,CJ3439KDW,SOT-363_SC-70-6,10.4624,2.3472,180.0,top
Y2,24M,OSC_3225,22.248,40.752,0.0,top
