Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,FPGA_JTAG,PinHeader_1x05_P2.54mm_Vertical,1.44,11.542,0.0,top
J2,USB_C_Receptacle_USB2.0_16P,USB_C_Receptacle_GCT_USB4105-xx-A_16P_TopMnt_Horizontal,40.8638,32.0144,90.0,top
J3,USB_A,USB-AF-180,31.06055,14.7424,90.0,top
J4,USB_C_Receptacle_USB2.0_16P,USB_C_Receptacle_GCT_USB4105-xx-A_16P_TopMnt_Horizontal,4.14,22.5,-90.0,top
J5,"FFC-40P-0.5mm,NC",TE_4-1734839-0_1x40-1MP_P0.5mm_Horizontal,19.8138,4.2992,0.0,bottom
L2,"4.7uH,MPL2012S4R7MHT",L_0805_2012Metric,2.3068,31.7826,90.0,top
L3,"4.7uH,MPL2012S4R7MHT",L_0805_2012Metric,7.0058,30.8936,0.0,top
L5,1.5uH,L_NR3015,8.479,37.891,45.0,top
R1,NC,R_0402_1005Metric,26.84,28.433,180.0,top
R12,"5.1k,1%",R_0402_1005Metric,23.5888,23.226,-135.0,top
R13,"5.1k,1%",R_0402_1005Metric,22.014,26.02,-90.0,top
R14,33,R_0402_1005Metric,28.87,33.64,0.0,top
R15,4.7k,R_0402_1005Metric,18.966,43.038,0.0,top
R16,4.7k,R_0402_1005Metric,20.9472,43.038,180.0,top
R17,4.7k,R_0402_1005Metric,9.06,42.6824,0.0,top
R18,"5.1k,1%",R_0402_1005Metric,24.681,35.672,180.0,top
R19,"10k,1%",R_0402_1005Metric,11.727,22.1338,0.0,top
R2,"5.1k,1%",R_0402_1005Metric,6.774,15.733,90.0,top
R20,"10k,1%",R_0402_1005Metric,25.062,40.770796,0.0,top
R21,"33k,1%",R_0402_1005Metric,25.062,39.754796,0.0,top
R22,4.7k,R_0402_1005Metric,25.062,38.738796,0.0,top
R23,4.7k,R_0402_1005Metric,25.062,37.704,180.0,top
R24,"10k,1%",R_0402_1005Metric,7.7392,4.4808,0.0,top
R25,"5.1k,1%",R_0402_1005Metric,38.397,23.988,180.0,top
R26,"5.1k,1%",R_0402_1005Metric,38.397,25.004,180.0,top
R27,NC,R_0402_1005Metric,32.047,30.9834,180.0,top
R28,"10k,1%",R_0402_1005Metric,35.73,33.642,-90.0,top
R29,NC,R_0402_1005Metric,29.38,33.13,90.0,top
R3,"5.1k,1%",R_0402_1005Metric,7.79,15.733,90.0,top
R30,"8.06k,1%",R_0402_1005Metric,34.714,33.642,90.0,top
R31,"10k,1%",R_0402_1005Metric,30.523,30.9834,-90.0,top
R32,"150k,1%",R_0402_1005Metric,2.3088,28.3406,180.0,top
R33,"33k,1%",R_0402_1005Metric,4.3408,28.3406,0.0,top
R34,"10k,1%",R_0402_1005Metric,8.1508,29.3566,180.0,top
R35,"20k,1%",R_0402_1005Metric,4.3408,29.3566,180.0,top
R37,"10k,1%",R_0402_1005Metric,5.1738,11.161,90.0,top
R38,"20k,1%",R_0402_1005Metric,4.1578,11.161,90.0,top
R39,"33k,1%",R_0402_1005Metric,2.837,36.942,0.0,top
R4,"5.1k,1%",R_0402_1005Metric,24.681,34.656,0.0,top
R40,"20k,1%",R_0402_1005Metric,4.387,37.2078,90.0,top
R5,"10k,1%",R_0402_1005Metric,12.108,24.1658,90.0,top
R6,"10k,1%",R_0402_1005Metric,21.4806,23.861,180.0,top
R8,"10k,1%",R_0402_1005Metric,32.936,5.446,180.0,top
R9,"5.1k,1%",R_0402_1005Metric,32.936,4.43,180.0,top
TP1,TestPoint,PinHeader_1x01_P1.00mm_Vertical,24.681,25.004,0.0,top
TP2,TestPoint,PinHeader_1x01_P1.00mm_Vertical,24.681,26.274,0.0,top
TP3,TestPoint,PinHeader_1x01_P1.00mm_Vertical,27.983,35.672,0.0,top
TP4,TestPoint,PinHeader_1x01_P1.00mm_Vertical,26.713,35.672,0.0,top
U1,H7P20N0L128-M3H1,LQFP-128_14x14mm_P0.4mm_pad,17.5278,11.2372,0.0,top
U11,EA3036C,QFN-20-1EP_3x3mm_P0.4mm_EP1.65x1.65mm,5.4818,34.0686,90.0,top
U2,LM2903,MSOP-8_3x3mm_P0.65mm,35.476,39.754796,90.0,top
U3,LM2903,MSOP-8_3x3mm_P0.65mm,31.793,39.754796,90.0,top
U4,LM2903,MSOP-8_3x3mm_P0.65mm,28.11,39.754796,90.0,top
U5,USB3343,QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,32.6566,26.894,0.0,top
U6,P25Q32SH-SSH-IT,SOP-8_3.9x4.9mm_P1.27mm,16.4514,23.0848,180.0,top
U7,CY7C68013A-56LTX,QFN-56-1EP_8x8mm_P0.5mm_EP4.5x5.2mm,17.6353,32.7684,-90.0,top
U8,24C64BN,SOP-8_3.9x4.9mm_P1.27mm,14.14,41.2488,180.0,top
U9,CJ3439KDW,SOT-363_SC-70-6,9.314,2.5504,180.0,top
X1,"XO32,26M,NC",OSC_3225,26.84,30.719,0.0,top
Y1,"26M,NC",OSC_3225,32.047,34.1584,180.0,top
Y2,24M,OSC_3225,20.998,40.752,0.0,top
